@relation tweet
@attribute text string
@attribute country{"Nepal","Angola","Republik der Philippinen","Zambia","Uzbekistan","Suécia","Mongolia","Hungary","Bolivia","Francia","Luxembourg","Eesti","Japon","Україна","Senegal","Belarus'","Seychelles","Greece","Madagascar","Latvia","Somalia","Islamic Republic of Iran","Democratic Republic of Congo","Canadá","République Démocratique Du Congo","Viro","Lebanon","Vatican City","Spagna","Croatie","Regno Unito","Morocco","Republic of Croatia","Alemania","Emirati Arabi Uniti","Estonia","Azerbaijan","Montenegro","新加坡","Uganda","مملكة البحرين","Turks and Caicos Islands","Haiti","ญี่ปุ่น","Nicaragua","Vereinigte Staaten","Switzerland","Royaume du Maroc","Việt Nam","Grecia","Kazakhstan","Spanien","Romania","Germania","Kanada","Vietnam","भारत","Magyarország","Guadeloupe","Norge","Trinidad and Tobago","Hashemite Kingdom of Jordan","Cameroon","Kyrgyzstan","Malta","일본","Polska","Suomi","Bulgaria","Norway","Brunei","ישראל","Namibia","Reino Unido","Libya","Paraguay","Japón","Republic of Mozambique","","Ethiopia","Latvija","Bangladesh","Republic of Belarus","Georgia","لبنان","Martinique","Germany","Antigua and Barbuda","Zimbabwe","Republic of Mauritius","Schweiz","Tunisia","Guatemala","Mexique","Albania","Czech Republic","French Polynesia","Austria","الامارات العربية المتحدة","Svizzera","Algeria","Spanje","Islas Turcas y Caicos","Cuba","Moldova","Panamá","Central African Republic","Hellas","Ελλάς","Япония","Qatar","Curaçao","Ecuador","Poland","Monaco","Liban","Hrvatska","Cayman Islands","New Zealand","Botswana","România","Belgium","Cyprus","Guinea Bissau","Bélgica","دولة الكويت","Peru","Sint Maarten","Kuwait","Panama","Grécia","El Salvador","Republic of Serbia","Danmark","Беларусь","Österreich","Afghanistan","Spain","Espagne","Kenya","Sverige","República de Moçambique","Italy","Lesotho","België","Etats-Unis","Australia","Cambodia","Turkey","Bahrain","Andorra","Ghana","대한민국","Jamaica","Česká republika","Argentina","Украина","Ukraine","Denmark","Republic of Korea","مصر","Israel","Pakistan","Singapore","People's Republic of China","Portugal","المملكة العربية السعودية","France","Costa Rica","Kingdom of Saudi Arabia","Egypt","Republika ng Pilipinas","Mexico","Russia","Nederland","Ireland","Colombia","中华人民共和国","Finland","Thailand","Deutschland","Sweden","Tanzania","South Africa","India","España","United Kingdom","台灣","Italia","Türkiye","Espanya","Taiwan","The Netherlands","香港","Hong Kong","Nigeria","Россия","Malaysia","Dominican Republic","Venezuela","Republic of the Philippines","Estados Unidos","United Arab Emirates","Chile","Brazil","Indonesia","Sri Lanka","Japan","Brasil","México","Canada","ประเทศไทย","日本","United States"}
@data
"Overturned box truck has all lanes blocked in #NormalHeights on 805 SB at El Cajon Blvd stop and go traffic back to Adams Ave #SDtraffic  San Diego CA  Traffic Updates that are impacting your commute Serving San Diego and surrounding areas Got a traffic tip Reach us 24 7 on our Tip Line at 858 467 0504  1557130312661  null","United States"
"Selamat Menunaikan Ibadah Puasa 1440H @ Paseban Sena Hotel &amp Ballroom https  t co DAVt45CKlN  Jawa Timur Indonesia  Welcome to Paseban Sena Probolinggo   BALLROOM | HOTEL | RESTAURANT \\ One of the most luxurious #hotel🏨 Reservations ☎️  (0335) 420444  1557130377661  null","Indonesia"
"#USGS08110500  Navasota Rv nr Easterly TX Height 21 7ft ▼ (19ft) Flow 9900cfs https  t co alXs2C7aYP  Texas USA  290 @USGS_Texas real time streamgages have flood stage defined by @NWS This autonomous feed delivers river stage discharge data for sites above flood stage  1557130502660  null","United States"
"I'm at アップガレージライダース 美原北インター店  @upgarage_riders in Mihara Ōsaka https  t co laGkWniQ4Z  日本  ZZR1400(ZXT 40A 06) × S2000(AP1 00) ×aprio(SA11J 01)×Canon EOS 5D MarkII #ノーガールレーシング 特徴がないのが特徴なZZRとヤフオクステッカー＋さちこ軍団レ〜シングのS2  1557130516658  null","日本"
"Acaba de publicar una foto en Cartagena Murcia https  t co xsbz14T99G  Cartagena España  Profesional Independiente del sector de mobiliario de hogar y decoración  1557130542663  null","España"
"Katrina Velarde  i'll never love again A Star Is Born         💞🎵💞🎵💞🎵💞         katrinavelarde… https  t co cYRlMWtGPX  Rheinland Pfalz Deutschland  male  germany 🇩🇪💡🥁🎶🥊🌍🏛🎲🎧🖥💻📷🔬🏓🎾🏅🏆📉🛒❤  1557130552658  null","Republik der Philippinen"
"I'm at 秋葉原駅 in 千代田区 東京都 w @doratrain @yucchi93 @so1983 https  t co dli9jjDRu4 https  t co N5IhzkHR0r  ヤマブキシティ北部  tkb社学08でした。アニポケの人。サッカーは観るのもするのも。アイコンはオカモチくん(@oka_mochi_)から。  1557130574666  null","日本"
"毎日のスキンケア鏡を見ながら、プロの手を借りたほうがいいかもしれない…って思ったことありませんか？そんな時はフェイシャルエステを受けてみて✨キレイのヒントがあります😊👌 場所 東京府中エステサロン・サロンドエミ https  t co 9shKonTza3  null  東京府中市のエステ個人サロンです。まつげパーマは他店からお客様を紹介をされたり人気があるので写真を載せてます。  1557130591666  null","日本"
"I'm at みゆき通り商店街 in 姫路市 兵庫県 https  t co r3iWUvZ1QG  恵須取市 葛飾区 八鹿町 戸牧第３団地  여성 아이돌 그룹 “루비유짱 과 여학생들” 을 응원하자   　　　　　　　　　　　　          우리 아이들 @n_kunimichi_2nd @tgi_bot @TGI_official @kurosen_bot @noritochiku_bot @tgitabi_bot  1557130610665  null","日本"
"💛 @ ХНАТОБ iм М В Лисенка https  t co 0qgehga5xM  null  ❗️👑  1557130615660  null","Украина"
"【ジ・アレイ ルージャオシャン新宿店】 群馬に帰る前に寄った新宿店😏 完全にハマりました…。✨ ☕黒糖抹茶ラテ Mサイズ￥650 場所 鹿角巷 ジ・アレイ ルージャオシャン 新宿 https  t co NxeYA4uMt7  群馬県  ｸﾞﾝﾏ ｻｯｶｰ ｸﾞﾙﾒ ｹﾞｰﾑ ｸﾙﾏ ｲﾝｽﾀｸﾞﾗﾑ BO4 PS🆔fantasista0099  1557130627664  null","日本"
"Cleared Construction on #NewJerseyTurnpikeEasternSpur NB from Interchange 15E  US 1&amp 9 to Vince Lombardi Service Area  New Jersey  Traffic & transit updates for the New Jersey area provided by New York State 511 Visit the website for more feeds  1557130637658  null","United States"
"I mean you can tell I was enjoying playing with brushes Had an awesome time with @WCHSASB @wchs_choir last concert… https  t co 62PX0W0lNn  Los Angeles CA  Guitar Center Drum Off Champion (2016) Psalm 150 5 Drum Cover Artist  1557130641666  null","United States"
"i'm a bad type make your mama sad type @ PRESSED CAFE https  t co eUPAi9wBGA  somewhere on Pluto  💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘🌰 ong성우 (𝒏) ✨ 𝒕𝒉𝒆 𝒄𝒖𝒕𝒆𝒔𝒕 𝒄𝒓𝒆𝒂𝒕𝒖𝒓𝒆 𝒆𝒗𝒆𝒓 🌰💘💘💘💘💘💘💘🐶x🐱💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘  1557130733665  null","Thailand"
"Kiprah ppmkipusat ppmki ppmki_jabar willysownersindonesia @sjimnyindonesia emang top deh di #telkomseliims2019… https  t co tedUrrpBEa  Jakarta  Hendra noor saleh  1557130748658  null","Indonesia"
"I'm at 鶯谷駅  @jreast_official in 台東区 東京都 https  t co JZsxgqrsOf  765プロ首都営業所  鉄道とアイマスと温泉…765プロ 営業部 部長【担当】横山奈緒 大神環 我那覇響 双海真美【推し】ゆい㌧ まこﾈｷ【温むす】黒川姫楽 登別綾瀬  1557130753662  null","日本"
"Noi n am cantat azi live la Neatza cu razvan si dani @ Neata Cu Razvan Si Dani  Antena 1 https  t co mhIBIWsCdr  Bucureşti România  #xfactorRomania2018 #UNPREDICTABLE #fistSingle#romaniaGottalentfinalist #Eurovision2018  1557130764666  null","Romania"
"The starting point of all achievement is desire Keep this constantly in mind Weak desires bring weak results jus… https  t co lCLIW3nyAA  lusaka zambia  Young Pastor loved by Jesus creating disciples To live is Christ and to die is gain Jesus for life  1557130849665  null","Zambia"
"Di tepi pantai yang indah ⛱🏝☀️ @ Phi Phi Islands https  t co C1h2xNdaJN  null  null  1557130918664  null","Thailand"
"@jenbren1976 Cheers love  Tolworth  Human iPod  You're just like plasticine being molded into a libertine dreamer  1557130921664  null","United Kingdom"
"#today hilton Busan  힐튼 부산 https  t co 2jLzLlf6vA  null  null  1557130933664  null","대한민국"
"Welcome the month of Ramadan with a heart filled with peace harmony and joy May the divine blessings of Allah pro… https  t co 66ipRZRno1  Qatar  null  1557130958661  null","Qatar"
"ใส่หมวกไว้กันร้อนหัวล้านนะที่ร้ากกกส์ส์ แฮร่  🌤🙆🏻‍♂️💁🏻‍♀️💓 #OatSnow #CSxDreamWorld 🌈🍃 @ สวนสนุก Dream World https  t co L96i3SHt2u  null  ❤⛄️ #ววฟค ชอบทุกอย่างที่เป็น #ความไวท์      @n_whitewo & @captain2541     #ววกต     แก๊งค์ดาวพลูโต🌟 @plutostayhere #พลูโตทำอะไร  1557130977657  null","ประเทศไทย"
"豆香洞コーヒー（TokadoCoffee）に動画を投稿しましたhttps  t co UZ2kMGOQnH  人生は宴や！！  もう絶望する必要なんてない(震え声)  1557130979658  null","日本"
"Welcome to our shop to taste and buy artisan bio &amp vegan auction rare and not so rare but always quality wines a… https  t co EtMNBPJcr2  Bērzaunes 12 Riga  Wine shop bar · Food & Wine  1557131055666  null","Latvia"
"@meow164 https  t co 5wVaBJKV9Q  yoshi yokohama Japan&westwood LA CA  la paix soit avec vous   bénédictions † 🔑🙈🙊🙉🍎  1557131086658  null","Japan"
"Feliz Cumpleaños a mi💃🏼 • • • #Madrid #Spagna #Espana #Compleanno #viaggio #igers • • Tentando di fare foto carine… https  t co TWl1g5J52X  Firenze  Saper disinnescare fare un passo indietro  e invece si sta un passo avanti    1557131092663  null","Spain"
"I'm at Gold’s Gym  @goldsgymph in Taguig City Metro Manila https  t co tubxE1wbx5  Republic of the Philippines  oh so random✨  1557131109666  null","Republic of the Philippines"
"God is saying to you today @ Chozen Martial Arts Academy https  t co uxWMhQHjqL  La Verne CA  null  1557131134659  null","United States"
"I'm at T・ジョイ京都  @tjoy_kyoto in Kyoto Kyōto https  t co c9K6nNbRby  京都府  #すとーなーは無関係  1557131150663  null","日本"
"Belajar lebih sabar lagi 😊😊 #macetpoll #jalananrame @ Kowloon Hong Kong https  t co 2YFxOftt0g  null  null  1557131163663  null","香港"
"This #Manufacturing job might be a great fit for you Click the link in our bio to see it and more Project MANAGER… https  t co EXmFNySRmt  Hungary  Follow this account for geo targeted Other job tweets in Hungary Need help Tweet us at @CareerArc  1557131164662  null","Hungary"
"RAMADAN KAREEM 🌙 #hugs 👼 @ Khobar Saudi Arabia https  t co SrcxSfzhQn  Kingdom of Saudi Arabia  null  1557131171659  null","Kingdom of Saudi Arabia"
"Thanks cuz mamiss ko jamming natin hehe🍻 @ Guisad Rd  Badihoy St  Baguio City https  t co Oy8BkQ05lv  null  null  1557131201659  null","Republic of the Philippines"
"Good morning friends Have a nice Bank holiday @ Island of Jersey https  t co EGAj0Kzb3O  null  null  1557131282664  null","United Kingdom"
"Here we go (@ gray squirrel campsites in Beavertown PA) https  t co JwLbOBUIW2  Harrisburg PA  null  1557131301657  null","United States"
"A massive well done to Lizzy and her Driving Instructor Purfleet John who passed her test “First Time” with only 2… https  t co sbj42NbaP2  Romford Essex RM1 4UB  Learn to drive with confidence Driving Lessons Romford Havering and surrounding areas  1557131310657  null","United Kingdom"
"The face that says all is good with the world especially when you find out @friendlyfoodsuk and @livingfriendly are… https  t co XTAqIWQdl9  Wolverhampton England  Wolverhampton based store dedicated to widening access to foods that are friends to the planet and its inhabitants 100% Vegan 🌱  1557131339660  null","United Kingdom"
"Nové hlášení Poškozená elektrická infrastruktura  Praha 14 https  t co Xs5gRs7kWV https  t co xh2kBED2YU  null  ZmapujTo  nástroj pro nahlášení problémů ve Vašem okolí či podnětů na zlepšení  1557131345665  null","Česká republika"
"อร่อยปาก ลำบากตูด by พี่มี่ @ หมู่บ้านเดอะเซ็นทรัล รีเจ้นท์ https  t co fHdBTtnB0Z  Sriracha Chonburi  I am who I am  1557131366657  null","Thailand"
"Ayer no tenía esta foto a mano para felicitar a mi madre en el día de las madres Más vale tarde  #TeQuieroMamá e… https  t co cxXobpCBf4  Sevilla y Granada  MSc Ingeniero de Telecomunicación músico humanista Cuerpo Superior de Administradores Generales (JA) Estudio Derecho en la @UNED Música clásica y política  1557131406657  null","España"
"リーフレタスとサニーレタスって何が違うの？とか思っちゃう人🙋‍♂️   #農家 #農業 #野菜 #リーフレタス #サニーレタス #farmer #vegetables 場所 Yokohama https  t co FK6WoXAqHY  null  サミット辻堂店、地場野菜コーナーで野菜を販売させていただいてます。  1557131419664  null","日本"
"Pics from out first gig on Saturday ) #milesfromlifeband @ The White Lion Walkern https  t co bqDOZ6t8wN  Stevenage  Loves Family Wine & Gin and plays incredibly average bass guitar  1557131429665  null","United Kingdom"
"2036254 kaksimiljoonaakolmekymmentäkuusituhattakaksisataaviisikymmentäneljä  Helsinki Finland  A bot by @hugovk to tweet every Finnish number Tweet @EveryFinnishNo some digits to get your own personal Finnish number in reply https  t co haWmvl0Px1  1557131462659  null","Finland"
"#manisa #çarsi #altin #fiyatlari @ Manisa https  t co ApZSn8XTUN  Çarşı Manisa Altınbaş şube  null  1557131575664  null","Türkiye"
"I'm at セブンイレブン 浪速日本橋西店  @711sej in 大阪市 大阪府 https  t co axL8RxUFaA  滋賀 大津市  好きな歌手 水樹奈々(FC) fripside(FC) 茅原実里（FC）早見沙織 花澤香菜 ラブライバー(絵里＆ダイヤ) 豊崎愛生 東山奈央（FC）です 主に関西のライブに参戦します フォローされれば基本フォロー返します 無言フォローするかもしれないですが、ごめんなさい  1557131602666  null","日本"
"Someone is as snug as a bug under her rug @ Levin New Zealand https  t co Pi7T2C1Crv  Wellington NZ  MC Corporate Actor Armageddon Host Writer and IT to pay the mortgage  1557131602658  null","New Zealand"
"I'm at 入間市 in 埼玉県 https  t co N4YsqpqLq3  埼玉県沼津市大字入間字内浦  Ninja ZX 6R（ちかなん仕様）→YZF R1＊ラブライブ！サンシャイン！！（🍊高海千歌＆🐬松浦果南）＊ストライクウィッチーズ＊ヤマノススメ＊スクフェス（ランク300↑）＊デレステ＊ガルパ。ラブライブ！とバイクのことばかりツイートするオタクです。【しゃろとも🍊⛵️🍭ずっとも】  1557131627660  null","日本"
"じゆう帳。 (@ ダイソー in 川口市 埼玉県) https  t co nHCblf0xz2  埼玉県川口市  【好きなもの】娘ちゃんLOVE。カレー。iPhone。ビーシュリンプ。ディズニー。  1557131640661  null","日本"
"örgütleniş tefsir tevşih şerbetçi çuvallayabilmek #İntikamVakti çerçevelettirme  null  null  1557131644657  null","Türkiye"
"örgütleniş tefsir tevşih şerbetçi çuvallayabilmek #İntikamVakti çerçevelettirme  null  null  1557131644657  null","Türkiye"
"bornoz #İntikamVakti aman turna kırı lümen  null  null  1557131645659  null","Türkiye"
"bek #İntikamVakti ihzar  null  istanbul medipol üniversitesi  1557131646661  null","Türkiye"
"#İntikamVakti kaçamak yol şilin pantolonlu fırınlık bugünlerde 📲 kösnülme Yenişehir  null  null  1557131648666  null","Türkiye"
"siz güneş gözlüğü #İntikamVakti yankılatmak adedî  null  Shakira is God  1557131649662  null","Türkiye"
"ara konakçı kalıplaşmak 🕗 katranlı karımak #İntikamVakti tatlanmak divani kırması dönüşmek işkillendirmek  null  null  1557131651660  null","Türkiye"
"sere serpe üzüm kurusu istimator bumbuz salakça #İntikamVakti kulak erimi  null  null  1557131653660  null","Türkiye"
"çocuk yazını uyarcı #İntikamVakti kızarış fatalist fırlayıvermek 🏉 cırmalamak imamevi  null  18 Akrep Wiz Khalifa  1557131653663  null","Türkiye"
"#İntikamVakti tıkabilme başlatılma meydan sazı antitonal kumrucu  null  null  1557131656662  null","Türkiye"
"etsiz kelem #İntikamVakti çorba kaşığı  Aydın gaziantep  🏆T E K  E R K E K🏆 Herşey Yaşanır Yaşandığı Yerde Kalır Aydın Muğla İzmir Gaziantep FUCKBODY💪🏻 Mükemmeli Arayan Bulur 👑  1557131657658  null","Türkiye"
"değdirilebilme ekolojik tarım soyundurmak 🌆 Eşme (ilçe) #İntikamVakti yangın söndürücü  Antalya Türkiye  Akdeniz University Faculty of Fine Art  1557131657660  null","Turkey"
"yaban nanesi grandi ♉ #İntikamVakti tercüman ♉ keyfetme  null  null  1557131658660  null","Türkiye"
"rimel ince kesim #İntikamVakti Kalvenizm evcilleştirebilmek tahta göğüs ⛎ sirkeleşmek  null  null  1557131660660  null",""
"peyleme lastikli lakırtı şar şar ırmaklaşma horlanma #İntikamVakti kıtırdama  null  null  1557131662660  null","Türkiye"
"billuriye 🕓 çıkartmak 🕓 #İntikamVakti letarji teşt sebze çorbası  null  null  1557131663661  null","Türkiye"
"ispari #İntikamVakti kucaklanma dingildemek  null  null  1557131663658  null","Türkiye"
"totaliter #İntikamVakti cilvekâr yazımcı  null  null  1557131664663  null","Türkiye"
"gövel 🙎 baş havlusu 🙎 #İntikamVakti  null  null  1557131672659  null","Türkiye"
"marokenci fettanca 🍍 #İntikamVakti Andırın  null  Bordo Mavi  1557131673659  null","Türkiye"
"Savor Bakery trycarriage @savorbakery #saudiarabia #alkhobar #advertising #design #infographic #moon marc… https  t co sb1G6rgXft  Kingdom of Saudi Arabia  null  1557131685664  null","Kingdom of Saudi Arabia"
"Free testers of our soy melts will be available on the opening day of our shop I wanted my customers to have a lit… https  t co Igxs6FZrKt  Bradford England  It's all about the house plants and vinyl new space coming soon to upper millergate part of the sunbridge wells experience  1557131688657  null","United Kingdom"
"🔴SOTISH BO'LIMI «ASSALOMU ALAYKUM AZIZ HAMKORLAR BIZ MUTAXASSISLARIMIZ BILAN YANGI G’OYALAR VA MIJOZLARIMIZ UCHUN… https  t co p25VLArISJ  Uzbekistan  Textile Company  1557131707659  null","Uzbekistan"
"I'm at 井筒屋・平塚明太子 北九州名産店 in 北九州市 福岡県 https  t co C1HwMQu23B  ネオサイタマ  SD・DD・飛行機撮影にお熱です。 ガルパンでＡＦＶ熱が再燃、ダメ提督 リンガ泊地所属 FGOおじさん サバゲーオッサンです 車歴S13→GC8→GDB→R32 (´ ω `)  1557131769661  null","日本"
"I'm at 浦上駅 in 長崎市 長崎県 https  t co iV9N7LEk1J  福岡県 福岡市  令和も旅行記の撮影を継続します。JR九州や福岡市地下鉄、西鉄電車の動画撮影。エレベーター更新調査などを行っています。(雑居ビル等のエレベーター調査は大分県内のみ) 鉄道自動券売機、エレベーター、ポケモン関連 現在調査中→ #JR九州券売機調査 ホームページはこちら↓  1557131797663  null","日本"
"I'm at Lhong 1919 in Khlong San Bangkok https  t co LskglsmQg1  null  suffering is optional  1557131814666  null","Thailand"
"I'm at Bazaar Ramadhan Sungai Besi (بازار رمضان سوڠاي بسي) in Sungai Besi Kuala Lumpur https  t co 7UprQ7i65h  Kuala Lumpur  I'm a bipolar tweeter Sometimes I don't tweet sometimes I tweet a lot Consider yourself forewarned  1557131835662  null","Malaysia"
"La Reina del Real by @javi_mm 💃🏽🔥❤       Flores y Pendientes complementos_laluciernaga  #AmorRomeira #Diva… https  t co B5PFFHTqhe  Canarias  Madrid  Lisboa  | Actriz y Cantante Amo las personas valientes Contratacion (+34) 658377596 Nuevo single UBIKAINA ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️  1557131938664  null","España"
"おめでとうなぅ。 (@ みやこめっせ (京都市勧業館) in 京都市 京都府) https  t co vpggSNSsVF https  t co pc7fT84tkF  地球  私（@ushi28）の現在地を「ドラココなう！」や「Swarm」でひたすらツイートするだけのアカウントです。  1557131958666  null","日本"
"ANA Ramazanin Mubarak olsun DUAMIN NAZLI ÇIÇEĞI ALLLAHIM Cennettinde saklasın amin🙏🏻🙏🏻🙏🏻🙏🏻 (@ Şabaniye Mezarlığı) https  t co dV1uDTGTUS  üstünde  #special #pravit #photographer# #humanitarian aid instagram @ilterizm #by #luky #man Yaşadığım bir tek andan bile pişmanlık duymadım  Asla keşkelerim olmadı   1557131977659  null","Türkiye"
"A small sparkle turns into a big dream  Make your dreams come true this week Featuring a 0 60ct Round Diamond el… https  t co r0oOXI2Y2z  South Africa  A passionate jewellery design and manufacturing company Specializing in engagement and wedding rings Contact for an appointment  1557132057663  null","South Africa"
"I'm at Boeing 737D https  t co rVr0nmNltK  null  null  1557132084660  null","Malaysia"
" Foto básica de grupo_3 05 04 19  #weekendvibes  #ÈramosPocosYParióLaChancha    @ Las Esquinas Cara… https  t co ccYqmsO07U   entre MGA y Diriamba_NI C A  En el oscuro oficio D'LaAquitectura El DiseñoUrbanO&El AgnosTicismO Hago_FoTOs #TodoTieneunTrasfondo De_centralizedCityDweller I'm@TheVerge of some things  1557132129661  null","Nicaragua"
"I'm at THE 3RD PLANET BiVi沼津店  @3rdnumadu in 沼津市 静岡県 https  t co 3WzWZS5Bhe  ことりちゃんのお部屋  @LunaCirのラブライブ！専用垢 ことりちゃん激推し 曜マル推し 沼津勢 スクフェス 328864583 AC ことり推し8段エールR999／スイホリ&Wz&小夜啼鳥恋詩&ぶるとれ&恋タン&恋アク1000回／スイホリ&小夜啼鳥恋詩&恋タンNJAP／AP11譜面／音ゲー初心者／クローン病(難病)罹患  1557132132664  null","日本"
